county,date,cases,population,deaths,sick_residents,nhtest1,comp2,comp_case,cases_diff,cases_diff2,diff1,comp_case2,current_rate,possible_rate,rate_goal
Adams,2020-04-03,19.0,102023.0,,0.0,19.0,0.0,4.0,15.0,15.0,0.0,4.0,3.9206845515226956,3.9206845515226956,50
Adams,2020-04-04,21.0,102023.0,,0.0,21.0,0.0,4.0,17.0,17.0,2.0,4.0,3.9206845515226956,3.9206845515226956,50
Adams,2020-04-05,22.0,102023.0,,0.0,22.0,0.0,5.0,17.0,17.0,0.0,5.0,4.90085568940337,4.90085568940337,50
Adams,2020-04-06,25.0,102023.0,,0.0,25.0,0.0,6.0,19.0,19.0,2.0,6.0,5.881026827284044,5.881026827284044,50
Adams,2020-04-07,28.0,102023.0,,0.0,28.0,0.0,6.0,22.0,22.0,3.0,6.0,5.881026827284044,5.881026827284044,50
Adams,2020-04-08,33.0,102023.0,,0.0,33.0,0.0,6.0,27.0,27.0,5.0,6.0,5.881026827284044,5.881026827284044,50
Adams,2020-04-09,38.0,102023.0,,0.0,38.0,0.0,7.0,31.0,31.0,4.0,7.0,6.861197965164719,6.861197965164719,50
Adams,2020-04-10,43.0,102023.0,,0.0,43.0,0.0,8.0,35.0,35.0,4.0,8.0,7.841369103045391,7.841369103045391,50
Adams,2020-04-11,44.0,102023.0,,0.0,44.0,0.0,8.0,36.0,36.0,1.0,8.0,7.841369103045391,7.841369103045391,50
Adams,2020-04-12,48.0,102023.0,,0.0,48.0,0.0,8.0,40.0,40.0,4.0,8.0,7.841369103045391,7.841369103045391,50
Adams,2020-04-13,56.0,102023.0,,0.0,56.0,0.0,8.0,48.0,48.0,8.0,8.0,7.841369103045391,7.841369103045391,50
Adams,2020-04-14,63.0,102023.0,,0.0,63.0,0.0,9.0,54.0,54.0,6.0,9.0,8.821540240926065,8.821540240926065,50
Adams,2020-04-15,64.0,102023.0,,0.0,64.0,0.0,12.0,52.0,52.0,-2.0,12.0,11.762053654568088,11.762053654568088,50
Adams,2020-04-16,67.0,102023.0,,2.0,65.0,0.0,18.0,49.0,47.0,-3.0,18.0,17.64308048185213,17.64308048185213,50
Adams,2020-04-17,70.0,102023.0,,2.0,68.0,0.0,19.0,51.0,49.0,2.0,19.0,18.623251619732805,18.623251619732805,50
Adams,2020-04-18,74.0,102023.0,,3.0,71.0,0.0,21.0,53.0,50.0,2.0,21.0,20.583593895494154,20.583593895494154,50
Adams,2020-04-19,80.0,102023.0,,5.0,75.0,0.0,22.0,58.0,53.0,5.0,22.0,21.56376503337483,21.56376503337483,50
Adams,2020-04-20,85.0,102023.0,,7.0,78.0,0.0,25.0,60.0,53.0,2.0,25.0,24.50427844701685,24.50427844701685,50
Adams,2020-04-21,91.0,102023.0,,8.0,83.0,0.0,28.0,63.0,55.0,3.0,28.0,27.444791860658874,27.444791860658874,50
Adams,2020-04-22,92.0,102023.0,,8.0,84.0,0.0,33.0,59.0,51.0,-4.0,33.0,32.34564755006224,32.34564755006224,50
Adams,2020-04-23,95.0,102023.0,,9.0,86.0,0.0,38.0,57.0,48.0,-2.0,38.0,37.24650323946561,37.24650323946561,50
Adams,2020-04-24,110.0,102023.0,,14.0,96.0,0.0,43.0,67.0,53.0,10.0,43.0,42.14735892886898,42.14735892886898,50
Adams,2020-04-25,113.0,102023.0,,14.0,99.0,0.0,44.0,69.0,55.0,2.0,44.0,43.12753006674966,43.12753006674966,50
Adams,2020-04-26,117.0,102023.0,,14.0,103.0,0.0,48.0,69.0,55.0,0.0,48.0,47.048214618272354,47.048214618272354,50
Adams,2020-04-27,122.0,102023.0,,16.0,106.0,0.0,56.0,66.0,50.0,-3.0,56.0,54.88958372131775,54.88958372131775,50
Adams,2020-04-28,124.0,102023.0,,16.0,108.0,0.0,63.0,61.0,45.0,-5.0,63.0,61.75078168648246,61.75078168648246,50
Adams,2020-04-29,130.0,102023.0,,16.0,114.0,0.0,64.0,66.0,50.0,5.0,64.0,62.73095282436313,62.73095282436313,50
Adams,2020-04-30,137.0,102023.0,,16.0,121.0,2.0,67.0,70.0,54.0,4.0,65.0,65.67146623800517,63.71112396224381,50
Adams,2020-05-01,140.0,102023.0,,17.0,123.0,2.0,70.0,70.0,53.0,0.0,68.0,68.61197965164718,66.65163737588583,50
Adams,2020-05-02,141.0,102023.0,,17.0,124.0,3.0,74.0,67.0,50.0,-3.0,71.0,72.53266420316987,69.59215078952785,50
Adams,2020-05-03,145.0,102023.0,,19.0,126.0,5.0,80.0,65.0,46.0,-2.0,75.0,78.41369103045392,73.51283534105055,50
Adams,2020-05-04,148.0,102023.0,4.0,19.0,129.0,7.0,85.0,63.0,44.0,-2.0,78.0,83.31454671985729,76.45334875469257,50
Allegheny,2020-04-03,476.0,1225561.0,,0.0,476.0,0.0,28.0,448.0,448.0,0.0,28.0,2.284668001021573,2.284668001021573,50
Allegheny,2020-04-04,552.0,1225561.0,,0.0,552.0,0.0,31.0,521.0,521.0,73.0,31.0,2.5294538582738846,2.5294538582738846,50
Allegheny,2020-04-05,605.0,1225561.0,,0.0,605.0,0.0,40.0,565.0,565.0,44.0,40.0,3.2638114300308185,3.2638114300308185,50
Allegheny,2020-04-06,642.0,1225561.0,,0.0,642.0,0.0,84.0,558.0,558.0,-7.0,84.0,6.854004003064719,6.854004003064719,50
Allegheny,2020-04-07,689.0,1225561.0,,0.0,689.0,0.0,58.0,631.0,631.0,73.0,58.0,4.732526573544687,4.732526573544687,50
Allegheny,2020-04-08,720.0,1225561.0,,0.0,720.0,0.0,88.0,632.0,632.0,1.0,88.0,7.180385146067801,7.180385146067801,50
Allegheny,2020-04-09,759.0,1225561.0,,0.0,759.0,0.0,133.0,626.0,626.0,-6.0,133.0,10.852173004852471,10.852173004852471,50
Allegheny,2020-04-10,788.0,1225561.0,,0.0,788.0,0.0,158.0,630.0,630.0,4.0,158.0,12.892055148621733,12.892055148621733,50
Allegheny,2020-04-11,836.0,1225561.0,,0.0,836.0,0.0,219.0,617.0,617.0,-13.0,219.0,17.869367579418732,17.869367579418732,50
Allegheny,2020-04-12,857.0,1225561.0,,0.0,857.0,0.0,265.0,592.0,592.0,-25.0,265.0,21.622750723954173,21.622750723954173,50
Allegheny,2020-04-13,876.0,1225561.0,,0.0,876.0,0.0,290.0,586.0,586.0,-6.0,290.0,23.662632867723435,23.662632867723435,50
Allegheny,2020-04-14,893.0,1225561.0,,0.0,893.0,0.0,325.0,568.0,568.0,-18.0,325.0,26.5184678690004,26.5184678690004,50
Allegheny,2020-04-15,904.0,1225561.0,,0.0,904.0,0.0,356.0,548.0,548.0,-20.0,356.0,29.047921727274282,29.047921727274282,50
Allegheny,2020-04-16,925.0,1225561.0,,121.0,804.0,0.0,419.0,506.0,385.0,-42.0,419.0,34.18842472957282,34.18842472957282,50
Allegheny,2020-04-17,947.0,1225561.0,,134.0,813.0,0.0,476.0,471.0,337.0,-35.0,476.0,38.83935601736674,38.83935601736674,50
Allegheny,2020-04-18,1009.0,1225561.0,,159.0,850.0,0.0,552.0,457.0,298.0,-14.0,552.0,45.0405977344253,45.0405977344253,50
Allegheny,2020-04-19,1035.0,1225561.0,,168.0,867.0,0.0,605.0,430.0,262.0,-27.0,605.0,49.36514787921613,49.36514787921613,50
Allegheny,2020-04-20,1042.0,1225561.0,,179.0,863.0,0.0,642.0,400.0,221.0,-30.0,642.0,52.38417345199464,52.38417345199464,50
Allegheny,2020-04-21,1059.0,1225561.0,,181.0,878.0,0.0,689.0,370.0,189.0,-30.0,689.0,56.21915188228085,56.21915188228085,50
Allegheny,2020-04-22,1088.0,1225561.0,,199.0,889.0,0.0,720.0,368.0,169.0,-2.0,720.0,58.74860574055474,58.74860574055474,50
Allegheny,2020-04-23,1149.0,1225561.0,,227.0,922.0,0.0,759.0,390.0,163.0,22.0,759.0,61.93082188483478,61.93082188483478,50
Allegheny,2020-04-24,1177.0,1225561.0,,246.0,931.0,0.0,788.0,389.0,143.0,-1.0,788.0,64.29708517160712,64.29708517160712,50
Allegheny,2020-04-25,1198.0,1225561.0,,251.0,947.0,0.0,836.0,362.0,111.0,-27.0,836.0,68.2136588876441,68.2136588876441,50
Allegheny,2020-04-26,1211.0,1225561.0,,254.0,957.0,0.0,857.0,354.0,100.0,-8.0,857.0,69.92715988841029,69.92715988841029,50
Allegheny,2020-04-27,1224.0,1225561.0,,257.0,967.0,0.0,876.0,348.0,91.0,-6.0,876.0,71.47747031767493,71.47747031767493,50
Allegheny,2020-04-28,1235.0,1225561.0,,273.0,962.0,0.0,893.0,342.0,69.0,-6.0,893.0,72.86459017543802,72.86459017543802,50
Allegheny,2020-04-29,1273.0,1225561.0,,285.0,988.0,0.0,904.0,369.0,84.0,27.0,904.0,73.7621383186965,73.7621383186965,50
Allegheny,2020-04-30,1289.0,1225561.0,,290.0,999.0,121.0,925.0,364.0,74.0,-5.0,804.0,75.47563931946269,65.60260974361945,50
Allegheny,2020-05-01,1319.0,1225561.0,,296.0,1023.0,134.0,947.0,372.0,76.0,8.0,813.0,77.27073560597964,66.33696731537638,50
Allegheny,2020-05-02,1333.0,1225561.0,,291.0,1042.0,159.0,1009.0,324.0,33.0,-48.0,850.0,82.3296433225274,69.35599288815489,50
Allegheny,2020-05-03,1345.0,1225561.0,,293.0,1052.0,168.0,1035.0,310.0,17.0,-14.0,867.0,84.45112075204743,70.743112745918,50
Allegheny,2020-05-04,1365.0,1225561.0,102.0,302.0,1063.0,179.0,1042.0,323.0,21.0,13.0,863.0,85.02228775230282,70.41673160291491,50
Armstrong,2020-04-03,11.0,66331.0,,0.0,11.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,50
Armstrong,2020-04-04,12.0,66331.0,,0.0,12.0,0.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,50
Armstrong,2020-04-05,12.0,66331.0,,0.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,50
Armstrong,2020-04-06,13.0,66331.0,,0.0,13.0,0.0,0.0,13.0,13.0,1.0,0.0,0.0,0.0,50
Armstrong,2020-04-07,18.0,66331.0,,0.0,18.0,0.0,1.0,17.0,17.0,4.0,1.0,1.507590719271532,1.507590719271532,50
Armstrong,2020-04-08,19.0,66331.0,,0.0,19.0,0.0,1.0,18.0,18.0,1.0,1.0,1.507590719271532,1.507590719271532,50
Armstrong,2020-04-09,20.0,66331.0,,0.0,20.0,0.0,1.0,19.0,19.0,1.0,1.0,1.507590719271532,1.507590719271532,50
Armstrong,2020-04-10,22.0,66331.0,,0.0,22.0,0.0,1.0,21.0,21.0,2.0,1.0,1.507590719271532,1.507590719271532,50
Armstrong,2020-04-11,26.0,66331.0,,0.0,26.0,0.0,2.0,24.0,24.0,3.0,2.0,3.015181438543064,3.015181438543064,50
Armstrong,2020-04-12,27.0,66331.0,,0.0,27.0,0.0,3.0,24.0,24.0,0.0,3.0,4.522772157814597,4.522772157814597,50
Armstrong,2020-04-13,28.0,66331.0,,0.0,28.0,0.0,3.0,25.0,25.0,1.0,3.0,4.522772157814597,4.522772157814597,50
Armstrong,2020-04-14,28.0,66331.0,,0.0,28.0,0.0,5.0,23.0,23.0,-2.0,5.0,7.53795359635766,7.53795359635766,50
Armstrong,2020-04-15,29.0,66331.0,,0.0,29.0,0.0,5.0,24.0,24.0,1.0,5.0,7.53795359635766,7.53795359635766,50
Armstrong,2020-04-16,32.0,66331.0,,0.0,32.0,0.0,7.0,25.0,25.0,1.0,7.0,10.553135034900725,10.553135034900725,50
Armstrong,2020-04-17,32.0,66331.0,,0.0,32.0,0.0,11.0,21.0,21.0,-4.0,11.0,16.583497911986854,16.583497911986854,50
Armstrong,2020-04-18,36.0,66331.0,,0.0,36.0,0.0,12.0,24.0,24.0,3.0,12.0,18.091088631258387,18.091088631258387,50
Armstrong,2020-04-19,38.0,66331.0,,0.0,38.0,0.0,12.0,26.0,26.0,2.0,12.0,18.091088631258387,18.091088631258387,50
Armstrong,2020-04-20,38.0,66331.0,,0.0,38.0,0.0,13.0,25.0,25.0,-1.0,13.0,19.59867935052992,19.59867935052992,50
Armstrong,2020-04-21,38.0,66331.0,,0.0,38.0,0.0,18.0,20.0,20.0,-5.0,18.0,27.136632946887577,27.136632946887577,50
Armstrong,2020-04-22,39.0,66331.0,,1.0,38.0,0.0,19.0,20.0,19.0,0.0,19.0,28.644223666159114,28.644223666159114,50
Armstrong,2020-04-23,43.0,66331.0,,1.0,42.0,0.0,20.0,23.0,22.0,3.0,20.0,30.15181438543064,30.15181438543064,50
Armstrong,2020-04-24,43.0,66331.0,,1.0,42.0,0.0,22.0,21.0,20.0,-2.0,22.0,33.16699582397371,33.16699582397371,50
Armstrong,2020-04-25,46.0,66331.0,,2.0,44.0,0.0,26.0,20.0,18.0,-1.0,26.0,39.19735870105984,39.19735870105984,50
Armstrong,2020-04-26,46.0,66331.0,,2.0,44.0,0.0,27.0,19.0,17.0,-1.0,27.0,40.70494942033137,40.70494942033137,50
Armstrong,2020-04-27,47.0,66331.0,,2.0,45.0,0.0,28.0,19.0,17.0,0.0,28.0,42.2125401396029,42.2125401396029,50
Armstrong,2020-04-28,50.0,66331.0,,3.0,47.0,0.0,28.0,22.0,19.0,3.0,28.0,42.2125401396029,42.2125401396029,50
Armstrong,2020-04-29,50.0,66331.0,,3.0,47.0,0.0,29.0,21.0,18.0,-1.0,29.0,43.720130858874434,43.720130858874434,50
Armstrong,2020-04-30,51.0,66331.0,,3.0,48.0,0.0,32.0,19.0,16.0,-2.0,32.0,48.24290301668903,48.24290301668903,50
Armstrong,2020-05-01,52.0,66331.0,,4.0,48.0,0.0,32.0,20.0,16.0,1.0,32.0,48.24290301668903,48.24290301668903,50
Armstrong,2020-05-02,52.0,66331.0,,4.0,48.0,0.0,36.0,16.0,12.0,-4.0,36.0,54.273265893775154,54.273265893775154,50
Armstrong,2020-05-03,52.0,66331.0,,4.0,48.0,0.0,38.0,14.0,10.0,-2.0,38.0,57.28844733231823,57.28844733231823,50
Armstrong,2020-05-04,52.0,66331.0,2.0,4.0,48.0,0.0,38.0,14.0,10.0,0.0,38.0,57.28844733231823,57.28844733231823,50
Beaver,2020-04-03,65.0,166896.0,,0.0,65.0,0.0,3.0,62.0,62.0,0.0,3.0,1.79752660339373,1.79752660339373,50
Beaver,2020-04-04,69.0,166896.0,,0.0,69.0,0.0,3.0,66.0,66.0,4.0,3.0,1.79752660339373,1.79752660339373,50
Beaver,2020-04-05,84.0,166896.0,,0.0,84.0,0.0,3.0,81.0,81.0,15.0,3.0,1.79752660339373,1.79752660339373,50
Beaver,2020-04-06,96.0,166896.0,,0.0,96.0,0.0,3.0,93.0,93.0,12.0,3.0,1.79752660339373,1.79752660339373,50
Beaver,2020-04-07,116.0,166896.0,,0.0,116.0,0.0,3.0,113.0,113.0,20.0,3.0,1.79752660339373,1.79752660339373,50
Beaver,2020-04-08,128.0,166896.0,,0.0,128.0,0.0,7.0,121.0,121.0,8.0,7.0,4.194228741252037,4.194228741252037,50
Beaver,2020-04-09,129.0,166896.0,,0.0,129.0,0.0,13.0,116.0,116.0,-5.0,13.0,7.789281948039498,7.789281948039498,50
Beaver,2020-04-10,139.0,166896.0,,0.0,139.0,0.0,14.0,125.0,125.0,9.0,14.0,8.388457482504075,8.388457482504075,50
Beaver,2020-04-11,143.0,166896.0,,0.0,143.0,0.0,22.0,121.0,121.0,-4.0,22.0,13.181861758220688,13.181861758220688,50
Beaver,2020-04-12,145.0,166896.0,,0.0,145.0,0.0,28.0,117.0,117.0,-4.0,28.0,16.77691496500815,16.77691496500815,50
Beaver,2020-04-13,153.0,166896.0,,0.0,153.0,0.0,44.0,109.0,109.0,-8.0,44.0,26.363723516441375,26.363723516441375,50
Beaver,2020-04-14,156.0,166896.0,,0.0,156.0,0.0,52.0,104.0,104.0,-5.0,52.0,31.157127792157993,31.157127792157993,50
Beaver,2020-04-15,158.0,166896.0,,0.0,158.0,0.0,54.0,104.0,104.0,0.0,54.0,32.35547886108714,32.35547886108714,50
Beaver,2020-04-16,168.0,166896.0,,61.0,107.0,0.0,55.0,113.0,52.0,9.0,55.0,32.95465439555172,32.95465439555172,50
Beaver,2020-04-17,178.0,166896.0,,67.0,111.0,0.0,65.0,113.0,46.0,0.0,65.0,38.94640974019749,38.94640974019749,50
Beaver,2020-04-18,278.0,166896.0,,166.0,112.0,0.0,69.0,209.0,43.0,96.0,69.0,41.343111878055794,41.343111878055794,50
Beaver,2020-04-19,288.0,166896.0,,170.0,118.0,0.0,84.0,204.0,34.0,-5.0,84.0,50.330744895024445,50.330744895024445,50
Beaver,2020-04-20,298.0,166896.0,,181.0,117.0,0.0,96.0,202.0,21.0,-2.0,96.0,57.52085130859936,57.52085130859936,50
Beaver,2020-04-21,303.0,166896.0,,183.0,120.0,0.0,116.0,187.0,4.0,-15.0,116.0,69.50436199789091,69.50436199789091,50
Beaver,2020-04-22,317.0,166896.0,,191.0,126.0,0.0,128.0,189.0,-2.0,2.0,128.0,76.69446841146582,76.69446841146582,50
Beaver,2020-04-23,319.0,166896.0,,193.0,126.0,0.0,129.0,190.0,-3.0,1.0,129.0,77.2936439459304,77.2936439459304,50
Beaver,2020-04-24,337.0,166896.0,,204.0,133.0,0.0,139.0,198.0,-6.0,8.0,139.0,83.28539929057617,83.28539929057617,50
Beaver,2020-04-25,359.0,166896.0,,225.0,134.0,0.0,143.0,216.0,-9.0,18.0,143.0,85.68210142843448,85.68210142843448,50
Beaver,2020-04-26,366.0,166896.0,,229.0,137.0,0.0,145.0,221.0,-8.0,5.0,145.0,86.88045249736363,86.88045249736363,50
Beaver,2020-04-27,387.0,166896.0,,247.0,140.0,0.0,153.0,234.0,-13.0,13.0,153.0,91.67385677308025,91.67385677308025,50
Beaver,2020-04-28,388.0,166896.0,,247.0,141.0,0.0,156.0,232.0,-15.0,-2.0,156.0,93.47138337647398,93.47138337647398,50
Beaver,2020-04-29,392.0,166896.0,,251.0,141.0,0.0,158.0,234.0,-17.0,2.0,158.0,94.66973444540314,94.66973444540314,50
Beaver,2020-04-30,405.0,166896.0,,256.0,149.0,61.0,168.0,237.0,-19.0,3.0,107.0,100.66148979004889,64.11178218770972,50
Beaver,2020-05-01,426.0,166896.0,,274.0,152.0,67.0,178.0,248.0,-26.0,11.0,111.0,106.65324513469466,66.50848432556802,50
Beaver,2020-05-02,435.0,166896.0,,281.0,154.0,166.0,278.0,157.0,-124.0,-91.0,112.0,166.57079858115233,67.1076598600326,50
Beaver,2020-05-03,435.0,166896.0,,281.0,154.0,170.0,288.0,147.0,-134.0,-10.0,118.0,172.5625539257981,70.70271306682005,50
Beaver,2020-05-04,458.0,166896.0,68.0,302.0,156.0,181.0,298.0,160.0,-142.0,13.0,117.0,178.55430927044387,70.10353753235547,50
Bedford,2020-04-03,3.0,48611.0,,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,50
Bedford,2020-04-04,4.0,48611.0,,0.0,4.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,50
Bedford,2020-04-05,4.0,48611.0,,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,50
Bedford,2020-04-06,4.0,48611.0,,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,50
Bedford,2020-04-07,4.0,48611.0,,0.0,4.0,0.0,16.0,-12.0,-12.0,-16.0,16.0,32.91436094711074,32.91436094711074,50
Bedford,2020-04-08,4.0,48611.0,,0.0,4.0,0.0,0.0,4.0,4.0,16.0,0.0,0.0,0.0,50
Bedford,2020-04-09,4.0,48611.0,,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,50
Bedford,2020-04-10,3.0,48611.0,,0.0,3.0,0.0,0.0,3.0,3.0,-1.0,0.0,0.0,0.0,50
Bedford,2020-04-11,5.0,48611.0,,0.0,5.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,50
Bedford,2020-04-12,5.0,48611.0,,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,50
Bedford,2020-04-14,5.0,48611.0,,0.0,5.0,0.0,2.0,3.0,3.0,-2.0,2.0,4.114295118388842,4.114295118388842,50
Bedford,2020-04-15,9.0,48611.0,,0.0,9.0,0.0,3.0,6.0,6.0,3.0,3.0,6.171442677583264,6.171442677583264,50
Bedford,2020-04-16,11.0,48611.0,,0.0,11.0,0.0,3.0,8.0,8.0,2.0,3.0,6.171442677583264,6.171442677583264,50
Bedford,2020-04-17,13.0,48611.0,,0.0,13.0,0.0,3.0,10.0,10.0,2.0,3.0,6.171442677583264,6.171442677583264,50
Bedford,2020-04-18,14.0,48611.0,,0.0,14.0,0.0,4.0,10.0,10.0,0.0,4.0,8.228590236777684,8.228590236777684,50
Bedford,2020-04-19,15.0,48611.0,,0.0,15.0,0.0,4.0,11.0,11.0,1.0,4.0,8.228590236777684,8.228590236777684,50
Bedford,2020-04-20,15.0,48611.0,,0.0,15.0,0.0,4.0,11.0,11.0,0.0,4.0,8.228590236777684,8.228590236777684,50
Bedford,2020-04-21,16.0,48611.0,,0.0,16.0,0.0,4.0,12.0,12.0,1.0,4.0,8.228590236777684,8.228590236777684,50
Bedford,2020-04-22,16.0,48611.0,,0.0,16.0,0.0,4.0,12.0,12.0,0.0,4.0,8.228590236777684,8.228590236777684,50
Bedford,2020-04-23,20.0,48611.0,,0.0,20.0,0.0,4.0,16.0,16.0,4.0,4.0,8.228590236777684,8.228590236777684,50
Bedford,2020-04-24,21.0,48611.0,,0.0,21.0,0.0,3.0,18.0,18.0,2.0,3.0,6.171442677583264,6.171442677583264,50
Bedford,2020-04-25,21.0,48611.0,,0.0,21.0,0.0,5.0,16.0,16.0,-2.0,5.0,10.285737795972105,10.285737795972105,50
Bedford,2020-04-26,21.0,48611.0,,0.0,21.0,0.0,5.0,16.0,16.0,0.0,5.0,10.285737795972105,10.285737795972105,50
Bedford,2020-04-28,22.0,48611.0,,0.0,22.0,0.0,5.0,17.0,17.0,1.0,5.0,10.285737795972105,10.285737795972105,50
Bedford,2020-04-29,24.0,48611.0,,0.0,24.0,0.0,9.0,15.0,15.0,-2.0,9.0,18.51432803274979,18.51432803274979,50
Bedford,2020-04-30,24.0,48611.0,,0.0,24.0,0.0,11.0,13.0,13.0,-2.0,11.0,22.62862315113863,22.62862315113863,50
Bedford,2020-05-01,24.0,48611.0,,0.0,24.0,0.0,13.0,11.0,11.0,-2.0,13.0,26.742918269527472,26.742918269527472,50
Bedford,2020-05-02,24.0,48611.0,,0.0,24.0,0.0,14.0,10.0,10.0,-1.0,14.0,28.800065828721895,28.800065828721895,50
Bedford,2020-05-03,24.0,48611.0,,0.0,24.0,0.0,15.0,9.0,9.0,-1.0,15.0,30.857213387916314,30.857213387916314,50
Bedford,2020-05-04,24.0,48611.0,1.0,0.0,24.0,0.0,15.0,9.0,9.0,0.0,15.0,30.857213387916314,30.857213387916314,50
Berks,2020-04-03,201.0,416642.0,,0.0,201.0,0.0,5.0,196.0,196.0,0.0,5.0,1.200071044205817,1.200071044205817,50
Berks,2020-04-04,235.0,416642.0,,0.0,235.0,0.0,7.0,228.0,228.0,32.0,7.0,1.680099461888144,1.680099461888144,50
Berks,2020-04-05,276.0,416642.0,,0.0,276.0,0.0,13.0,263.0,263.0,35.0,13.0,3.120184714935124,3.120184714935124,50
Berks,2020-04-06,326.0,416642.0,,0.0,326.0,0.0,14.0,312.0,312.0,49.0,14.0,3.360198923776288,3.360198923776288,50
Berks,2020-04-07,369.0,416642.0,,0.0,369.0,0.0,1.0,368.0,368.0,56.0,1.0,0.24001420884116337,0.24001420884116337,50
Berks,2020-04-08,416.0,416642.0,,0.0,416.0,0.0,20.0,396.0,396.0,28.0,20.0,4.800284176823268,4.800284176823268,50
Berks,2020-04-09,616.0,416642.0,,0.0,616.0,0.0,36.0,580.0,580.0,184.0,36.0,8.640511518281881,8.640511518281881,50
Berks,2020-04-10,720.0,416642.0,,0.0,720.0,0.0,65.0,655.0,655.0,75.0,65.0,15.60092357467562,15.60092357467562,50
Berks,2020-04-11,930.0,416642.0,,0.0,930.0,0.0,65.0,865.0,865.0,210.0,65.0,15.60092357467562,15.60092357467562,50
Berks,2020-04-12,1035.0,416642.0,,0.0,1035.0,0.0,68.0,967.0,967.0,102.0,68.0,16.320966201199113,16.320966201199113,50
Berks,2020-04-13,1150.0,416642.0,,0.0,1150.0,0.0,82.0,1068.0,1068.0,101.0,82.0,19.6811651249754,19.6811651249754,50
Berks,2020-04-14,1247.0,416642.0,,0.0,1247.0,0.0,110.0,1137.0,1137.0,69.0,110.0,26.401562972527973,26.401562972527973,50
Berks,2020-04-15,1335.0,416642.0,,0.0,1335.0,0.0,151.0,1184.0,1184.0,47.0,151.0,36.24214553501567,36.24214553501567,50
Berks,2020-04-16,1419.0,416642.0,,188.0,1231.0,0.0,168.0,1251.0,1063.0,67.0,168.0,40.32238708531545,40.32238708531545,50
Berks,2020-04-17,1537.0,416642.0,,244.0,1293.0,0.0,201.0,1336.0,1092.0,85.0,201.0,48.242855977073845,48.242855977073845,50
Berks,2020-04-18,1748.0,416642.0,,291.0,1457.0,0.0,235.0,1513.0,1222.0,177.0,235.0,56.4033390776734,56.4033390776734,50
Berks,2020-04-19,1898.0,416642.0,,333.0,1565.0,0.0,276.0,1622.0,1289.0,109.0,276.0,66.24392164016109,66.24392164016109,50
Berks,2020-04-20,1945.0,416642.0,,345.0,1600.0,0.0,326.0,1619.0,1274.0,-3.0,326.0,78.24463208221927,78.24463208221927,50
Berks,2020-04-21,1988.0,416642.0,,349.0,1639.0,0.0,369.0,1619.0,1270.0,0.0,369.0,88.56524306238929,88.56524306238929,50
Berks,2020-04-22,2069.0,416642.0,,353.0,1716.0,0.0,416.0,1653.0,1300.0,34.0,416.0,99.84591087792397,99.84591087792397,50
Berks,2020-04-23,2212.0,416642.0,,365.0,1847.0,0.0,616.0,1596.0,1231.0,-57.0,616.0,147.84875264615664,147.84875264615664,50
Berks,2020-04-24,2339.0,416642.0,,398.0,1941.0,0.0,720.0,1619.0,1221.0,23.0,720.0,172.81023036563766,172.81023036563766,50
Berks,2020-04-25,2406.0,416642.0,,406.0,2000.0,0.0,930.0,1476.0,1070.0,-143.0,930.0,223.21321422228195,223.21321422228195,50
Berks,2020-04-26,2491.0,416642.0,,427.0,2064.0,0.0,1035.0,1456.0,1029.0,-20.0,1035.0,248.4147061506041,248.4147061506041,50
Berks,2020-04-27,2526.0,416642.0,,434.0,2092.0,0.0,1150.0,1376.0,942.0,-80.0,1150.0,276.0163401673379,276.0163401673379,50
Berks,2020-04-28,2605.0,416642.0,,447.0,2158.0,0.0,1247.0,1358.0,911.0,-18.0,1247.0,299.29771842493074,299.29771842493074,50
Berks,2020-04-29,2637.0,416642.0,,457.0,2180.0,0.0,1335.0,1302.0,845.0,-56.0,1335.0,320.41896880295315,320.41896880295315,50
Berks,2020-04-30,2698.0,416642.0,,464.0,2234.0,188.0,1419.0,1279.0,815.0,-23.0,1231.0,340.58016234561086,295.4574910834722,50
Berks,2020-05-01,2748.0,416642.0,,474.0,2274.0,244.0,1537.0,1211.0,737.0,-68.0,1293.0,368.9018389888681,310.33837203162426,50
Berks,2020-05-02,2810.0,416642.0,,490.0,2320.0,291.0,1748.0,1062.0,572.0,-149.0,1457.0,419.5448370543536,349.70070228157505,50
Berks,2020-05-03,2886.0,416642.0,,504.0,2382.0,333.0,1898.0,988.0,484.0,-74.0,1565.0,455.5469683805281,375.6222368364207,50
Berks,2020-05-04,2948.0,416642.0,118.0,522.0,2426.0,345.0,1945.0,1003.0,481.0,15.0,1600.0,466.8276361960628,384.0227341458614,50
Blair,2020-04-03,4.0,123842.0,,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,50
