county,date,cases,population,deaths,sick_residents,nhtest1,comp2,comp_case,cases_diff,cases_diff2,diff1,comp_case2,current_rate,possible_rate,rate_goal
Clearfield,2020-04-22,11.0,80216.0,,2.0,9.0,0.0,7.0,4.0,2.0,0.0,7.0,8.726438615737509,8.726438615737509,50
Clearfield,2020-04-23,11.0,80216.0,,2.0,9.0,0.0,7.0,4.0,2.0,0.0,7.0,8.726438615737509,8.726438615737509,50
Clearfield,2020-04-24,11.0,80216.0,,2.0,9.0,0.0,8.0,3.0,1.0,-1.0,8.0,9.97307270370001,9.97307270370001,50
Clearfield,2020-04-25,11.0,80216.0,,2.0,9.0,0.0,9.0,2.0,0.0,-1.0,9.0,11.21970679166251,11.21970679166251,50
Clearfield,2020-04-26,11.0,80216.0,,2.0,9.0,0.0,9.0,2.0,0.0,0.0,9.0,11.21970679166251,11.21970679166251,50
Clearfield,2020-04-27,11.0,80216.0,,2.0,9.0,0.0,9.0,2.0,0.0,0.0,9.0,11.21970679166251,11.21970679166251,50
Clearfield,2020-04-28,11.0,80216.0,,2.0,9.0,0.0,9.0,2.0,0.0,0.0,9.0,11.21970679166251,11.21970679166251,50
Clearfield,2020-04-29,14.0,80216.0,,2.0,12.0,0.0,9.0,5.0,3.0,3.0,9.0,11.21970679166251,11.21970679166251,50
Clearfield,2020-04-30,16.0,80216.0,,2.0,14.0,1.0,9.0,7.0,5.0,2.0,8.0,11.21970679166251,9.97307270370001,50
Clearfield,2020-05-01,16.0,80216.0,,2.0,14.0,1.0,9.0,7.0,5.0,0.0,8.0,11.21970679166251,9.97307270370001,50
Clearfield,2020-05-02,16.0,80216.0,,2.0,14.0,1.0,9.0,7.0,5.0,0.0,8.0,11.21970679166251,9.97307270370001,50
Clearfield,2020-05-03,21.0,80216.0,,2.0,19.0,2.0,11.0,10.0,8.0,3.0,9.0,13.712974967587513,11.21970679166251,50
Clearfield,2020-05-04,21.0,80216.0,0.0,2.0,19.0,2.0,11.0,10.0,8.0,0.0,9.0,13.712974967587513,11.21970679166251,50
Clinton,2020-04-03,1.0,39074.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,50
Clinton,2020-04-04,1.0,39074.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,50
Clinton,2020-04-05,1.0,39074.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,50
Clinton,2020-04-06,3.0,39074.0,,0.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,50
Clinton,2020-04-07,3.0,39074.0,,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,50
Clinton,2020-04-08,3.0,39074.0,,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,50
Clinton,2020-04-09,4.0,39074.0,,0.0,4.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,50
Clinton,2020-04-10,6.0,39074.0,,0.0,6.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,50
Clinton,2020-04-11,7.0,39074.0,,0.0,7.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,50
Clinton,2020-04-12,8.0,39074.0,,0.0,8.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,50
Clinton,2020-04-17,10.0,39074.0,,0.0,10.0,0.0,1.0,9.0,9.0,1.0,1.0,2.55924655781338,2.55924655781338,50
Clinton,2020-04-18,11.0,39074.0,,0.0,11.0,0.0,1.0,10.0,10.0,1.0,1.0,2.55924655781338,2.55924655781338,50
Clinton,2020-04-19,11.0,39074.0,,0.0,11.0,0.0,1.0,10.0,10.0,0.0,1.0,2.55924655781338,2.55924655781338,50
Clinton,2020-04-20,11.0,39074.0,,0.0,11.0,0.0,3.0,8.0,8.0,-2.0,3.0,7.677739673440139,7.677739673440139,50
Clinton,2020-04-21,11.0,39074.0,,0.0,11.0,0.0,3.0,8.0,8.0,0.0,3.0,7.677739673440139,7.677739673440139,50
Clinton,2020-04-22,13.0,39074.0,,0.0,13.0,0.0,3.0,10.0,10.0,2.0,3.0,7.677739673440139,7.677739673440139,50
Clinton,2020-04-23,14.0,39074.0,,0.0,14.0,0.0,4.0,10.0,10.0,0.0,4.0,10.23698623125352,10.23698623125352,50
Clinton,2020-04-24,17.0,39074.0,,0.0,17.0,0.0,6.0,11.0,11.0,1.0,6.0,15.355479346880278,15.355479346880278,50
Clinton,2020-04-25,18.0,39074.0,,0.0,18.0,0.0,7.0,11.0,11.0,0.0,7.0,17.914725904693658,17.914725904693658,50
Clinton,2020-04-26,21.0,39074.0,,0.0,21.0,0.0,8.0,13.0,13.0,2.0,8.0,20.47397246250704,20.47397246250704,50
Clinton,2020-05-01,32.0,39074.0,,0.0,32.0,0.0,10.0,22.0,22.0,9.0,10.0,25.592465578133798,25.592465578133798,50
Clinton,2020-05-02,34.0,39074.0,,0.0,34.0,0.0,11.0,23.0,23.0,1.0,11.0,28.15171213594718,28.15171213594718,50
Clinton,2020-05-03,32.0,39074.0,,0.0,32.0,0.0,11.0,21.0,21.0,-2.0,11.0,28.15171213594718,28.15171213594718,50
Clinton,2020-05-04,33.0,39074.0,0.0,0.0,33.0,0.0,11.0,22.0,22.0,1.0,11.0,28.15171213594718,28.15171213594718,50
Columbia,2020-04-03,15.0,66220.0,,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,50
Columbia,2020-04-04,20.0,66220.0,,0.0,20.0,0.0,0.0,20.0,20.0,5.0,0.0,0.0,0.0,50
Columbia,2020-04-05,22.0,66220.0,,0.0,22.0,0.0,1.0,21.0,21.0,1.0,1.0,1.5101177891875568,1.5101177891875568,50
Columbia,2020-04-06,26.0,66220.0,,0.0,26.0,0.0,1.0,25.0,25.0,4.0,1.0,1.5101177891875568,1.5101177891875568,50
Columbia,2020-04-07,42.0,66220.0,,0.0,42.0,0.0,1.0,41.0,41.0,16.0,1.0,1.5101177891875568,1.5101177891875568,50
Columbia,2020-04-08,54.0,66220.0,,0.0,54.0,0.0,1.0,53.0,53.0,12.0,1.0,1.5101177891875568,1.5101177891875568,50
Columbia,2020-04-09,65.0,66220.0,,0.0,65.0,0.0,3.0,62.0,62.0,9.0,3.0,4.53035336756267,4.53035336756267,50
Columbia,2020-04-10,81.0,66220.0,,0.0,81.0,0.0,3.0,78.0,78.0,16.0,3.0,4.53035336756267,4.53035336756267,50
Columbia,2020-04-11,99.0,66220.0,,0.0,99.0,0.0,4.0,95.0,95.0,17.0,4.0,6.040471156750227,6.040471156750227,50
Columbia,2020-04-12,106.0,66220.0,,0.0,106.0,0.0,6.0,100.0,100.0,5.0,6.0,9.06070673512534,9.06070673512534,50
Columbia,2020-04-13,113.0,66220.0,,0.0,113.0,0.0,6.0,107.0,107.0,7.0,6.0,9.06070673512534,9.06070673512534,50
Columbia,2020-04-14,125.0,66220.0,,0.0,125.0,0.0,7.0,118.0,118.0,11.0,7.0,10.570824524312895,10.570824524312895,50
Columbia,2020-04-15,131.0,66220.0,,0.0,131.0,0.0,8.0,123.0,123.0,5.0,8.0,12.080942313500454,12.080942313500454,50
Columbia,2020-04-16,146.0,66220.0,,12.0,134.0,0.0,11.0,135.0,123.0,12.0,11.0,16.611295681063122,16.611295681063122,50
Columbia,2020-04-17,166.0,66220.0,,12.0,154.0,0.0,15.0,151.0,139.0,16.0,15.0,22.651766837813348,22.651766837813348,50
Columbia,2020-04-18,184.0,66220.0,,13.0,171.0,0.0,20.0,164.0,151.0,13.0,20.0,30.202355783751134,30.202355783751134,50
Columbia,2020-04-19,202.0,66220.0,,13.0,189.0,0.0,22.0,180.0,167.0,16.0,22.0,33.222591362126245,33.222591362126245,50
Columbia,2020-04-20,208.0,66220.0,,13.0,195.0,0.0,26.0,182.0,169.0,2.0,26.0,39.263062518876474,39.263062518876474,50
Columbia,2020-04-21,225.0,66220.0,,53.0,172.0,0.0,42.0,183.0,130.0,1.0,42.0,63.424947145877375,63.424947145877375,50
Columbia,2020-04-22,239.0,66220.0,,61.0,178.0,0.0,54.0,185.0,124.0,2.0,54.0,81.54636061612806,81.54636061612806,50
Columbia,2020-04-23,245.0,66220.0,,65.0,180.0,0.0,65.0,180.0,115.0,-5.0,65.0,98.15765629719118,98.15765629719118,50
Columbia,2020-04-24,252.0,66220.0,,66.0,186.0,0.0,81.0,171.0,105.0,-9.0,81.0,122.31954092419208,122.31954092419208,50
Columbia,2020-04-25,257.0,66220.0,,67.0,190.0,0.0,99.0,158.0,91.0,-13.0,99.0,149.5016611295681,149.5016611295681,50
Columbia,2020-04-26,269.0,66220.0,,70.0,199.0,0.0,106.0,163.0,93.0,5.0,106.0,160.07248565388102,160.07248565388102,50
Columbia,2020-04-27,277.0,66220.0,,71.0,206.0,0.0,113.0,164.0,93.0,1.0,113.0,170.6433101781939,170.6433101781939,50
Columbia,2020-04-28,279.0,66220.0,,74.0,205.0,0.0,125.0,154.0,80.0,-10.0,125.0,188.76472364844457,188.76472364844457,50
Columbia,2020-04-29,283.0,66220.0,,74.0,209.0,0.0,131.0,152.0,78.0,-2.0,131.0,197.82543038356994,197.82543038356994,50
Columbia,2020-04-30,283.0,66220.0,,74.0,209.0,12.0,146.0,137.0,63.0,-15.0,134.0,220.47719722138328,202.3557837511326,50
Columbia,2020-05-01,289.0,66220.0,,77.0,212.0,12.0,166.0,123.0,46.0,-14.0,154.0,250.6795530051344,232.5581395348837,50
Columbia,2020-05-02,290.0,66220.0,,78.0,212.0,13.0,184.0,106.0,28.0,-17.0,171.0,277.86167321051045,258.23014195107214,50
Columbia,2020-05-03,291.0,66220.0,,79.0,212.0,13.0,202.0,89.0,10.0,-17.0,189.0,305.04379341588646,285.4122621564482,50
Columbia,2020-05-04,296.0,66220.0,13.0,82.0,214.0,13.0,208.0,88.0,6.0,-1.0,195.0,314.1045001510118,294.47296889157354,50
Crawford,2020-04-03,5.0,86164.0,,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,50
Crawford,2020-04-04,5.0,86164.0,,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,50
Crawford,2020-04-05,7.0,86164.0,,0.0,7.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,50
Crawford,2020-04-06,9.0,86164.0,,0.0,9.0,0.0,0.0,9.0,9.0,2.0,0.0,0.0,0.0,50
Crawford,2020-04-07,8.0,86164.0,,0.0,8.0,0.0,0.0,8.0,8.0,-1.0,0.0,0.0,0.0,50
Crawford,2020-04-08,8.0,86164.0,,0.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,50
Crawford,2020-04-09,13.0,86164.0,,0.0,13.0,0.0,1.0,12.0,12.0,4.0,1.0,1.1605775033656747,1.1605775033656747,50
Crawford,2020-04-10,13.0,86164.0,,0.0,13.0,0.0,1.0,12.0,12.0,0.0,1.0,1.1605775033656747,1.1605775033656747,50
Crawford,2020-04-11,15.0,86164.0,,0.0,15.0,0.0,2.0,13.0,13.0,1.0,2.0,2.3211550067313493,2.3211550067313493,50
Crawford,2020-04-12,15.0,86164.0,,0.0,15.0,0.0,3.0,12.0,12.0,-1.0,3.0,3.4817325100970242,3.4817325100970242,50
Crawford,2020-04-13,16.0,86164.0,,0.0,16.0,0.0,4.0,12.0,12.0,0.0,4.0,4.642310013462699,4.642310013462699,50
Crawford,2020-04-14,16.0,86164.0,,0.0,16.0,0.0,4.0,12.0,12.0,0.0,4.0,4.642310013462699,4.642310013462699,50
Crawford,2020-04-15,16.0,86164.0,,0.0,16.0,0.0,5.0,11.0,11.0,-1.0,5.0,5.802887516828374,5.802887516828374,50
Crawford,2020-04-16,16.0,86164.0,,0.0,16.0,0.0,5.0,11.0,11.0,0.0,5.0,5.802887516828374,5.802887516828374,50
Crawford,2020-04-17,16.0,86164.0,,0.0,16.0,0.0,5.0,11.0,11.0,0.0,5.0,5.802887516828374,5.802887516828374,50
Crawford,2020-04-18,16.0,86164.0,,0.0,16.0,0.0,5.0,11.0,11.0,0.0,5.0,5.802887516828374,5.802887516828374,50
Crawford,2020-04-19,16.0,86164.0,,0.0,16.0,0.0,7.0,9.0,9.0,-2.0,7.0,8.124042523559723,8.124042523559723,50
Crawford,2020-04-20,16.0,86164.0,,0.0,16.0,0.0,9.0,7.0,7.0,-2.0,9.0,10.445197530291074,10.445197530291074,50
Crawford,2020-04-21,17.0,86164.0,,0.0,17.0,0.0,8.0,9.0,9.0,2.0,8.0,9.284620026925397,9.284620026925397,50
Crawford,2020-04-22,17.0,86164.0,,0.0,17.0,0.0,8.0,9.0,9.0,0.0,8.0,9.284620026925397,9.284620026925397,50
Crawford,2020-04-23,19.0,86164.0,,0.0,19.0,0.0,13.0,6.0,6.0,-3.0,13.0,15.087507543753771,15.087507543753771,50
Crawford,2020-04-24,19.0,86164.0,,0.0,19.0,0.0,13.0,6.0,6.0,0.0,13.0,15.087507543753771,15.087507543753771,50
Crawford,2020-04-25,19.0,86164.0,,0.0,19.0,0.0,15.0,4.0,4.0,-2.0,15.0,17.408662550485122,17.408662550485122,50
Crawford,2020-04-26,19.0,86164.0,,0.0,19.0,0.0,15.0,4.0,4.0,0.0,15.0,17.408662550485122,17.408662550485122,50
Crawford,2020-04-27,19.0,86164.0,,0.0,19.0,0.0,16.0,3.0,3.0,-1.0,16.0,18.569240053850795,18.569240053850795,50
Crawford,2020-04-28,19.0,86164.0,,0.0,19.0,0.0,16.0,3.0,3.0,0.0,16.0,18.569240053850795,18.569240053850795,50
Crawford,2020-04-29,19.0,86164.0,,0.0,19.0,0.0,16.0,3.0,3.0,0.0,16.0,18.569240053850795,18.569240053850795,50
Crawford,2020-04-30,19.0,86164.0,,0.0,19.0,0.0,16.0,3.0,3.0,0.0,16.0,18.569240053850795,18.569240053850795,50
Crawford,2020-05-01,19.0,86164.0,,0.0,19.0,0.0,16.0,3.0,3.0,0.0,16.0,18.569240053850795,18.569240053850795,50
Crawford,2020-05-02,19.0,86164.0,,0.0,19.0,0.0,16.0,3.0,3.0,0.0,16.0,18.569240053850795,18.569240053850795,50
Crawford,2020-05-03,19.0,86164.0,,0.0,19.0,0.0,16.0,3.0,3.0,0.0,16.0,18.569240053850795,18.569240053850795,50
Crawford,2020-05-04,19.0,86164.0,0.0,0.0,19.0,0.0,16.0,3.0,3.0,0.0,16.0,18.569240053850795,18.569240053850795,50
Cumberland,2020-04-03,45.0,247433.0,,0.0,45.0,0.0,11.0,34.0,34.0,0.0,11.0,4.445647912768305,4.445647912768305,50
Cumberland,2020-04-04,54.0,247433.0,,0.0,54.0,0.0,11.0,43.0,43.0,9.0,11.0,4.445647912768305,4.445647912768305,50
Cumberland,2020-04-05,58.0,247433.0,,0.0,58.0,0.0,11.0,47.0,47.0,4.0,11.0,4.445647912768305,4.445647912768305,50
Cumberland,2020-04-06,68.0,247433.0,,0.0,68.0,0.0,12.0,56.0,56.0,9.0,12.0,4.849797723019969,4.849797723019969,50
Cumberland,2020-04-07,77.0,247433.0,,0.0,77.0,0.0,13.0,64.0,64.0,8.0,13.0,5.253947533271633,5.253947533271633,50
Cumberland,2020-04-08,84.0,247433.0,,0.0,84.0,0.0,13.0,71.0,71.0,7.0,13.0,5.253947533271633,5.253947533271633,50
Cumberland,2020-04-09,88.0,247433.0,,0.0,88.0,0.0,15.0,73.0,73.0,2.0,15.0,6.062247153774961,6.062247153774961,50
Cumberland,2020-04-10,96.0,247433.0,,0.0,96.0,0.0,16.0,80.0,80.0,7.0,16.0,6.466396964026626,6.466396964026626,50
Cumberland,2020-04-11,105.0,247433.0,,0.0,105.0,0.0,22.0,83.0,83.0,3.0,22.0,8.89129582553661,8.89129582553661,50
Cumberland,2020-04-12,110.0,247433.0,,0.0,110.0,0.0,22.0,88.0,88.0,5.0,22.0,8.89129582553661,8.89129582553661,50
Cumberland,2020-04-13,122.0,247433.0,,0.0,122.0,0.0,24.0,98.0,98.0,10.0,24.0,9.699595446039938,9.699595446039938,50
Cumberland,2020-04-14,124.0,247433.0,,0.0,124.0,0.0,36.0,88.0,88.0,-10.0,36.0,14.549393169059906,14.549393169059906,50
Cumberland,2020-04-15,131.0,247433.0,,0.0,131.0,0.0,38.0,93.0,93.0,5.0,38.0,15.357692789563234,15.357692789563234,50
Cumberland,2020-04-16,137.0,247433.0,,30.0,107.0,0.0,41.0,96.0,66.0,3.0,41.0,16.57014222031823,16.57014222031823,50
Cumberland,2020-04-17,154.0,247433.0,,45.0,109.0,0.0,45.0,109.0,64.0,13.0,45.0,18.186741461324885,18.186741461324885,50
Cumberland,2020-04-18,176.0,247433.0,,58.0,118.0,0.0,54.0,122.0,64.0,13.0,54.0,21.82408975358986,21.82408975358986,50
Cumberland,2020-04-19,182.0,247433.0,,64.0,118.0,0.0,58.0,124.0,60.0,2.0,58.0,23.440688994596517,23.440688994596517,50
Cumberland,2020-04-20,186.0,247433.0,,64.0,122.0,0.0,68.0,118.0,54.0,-6.0,68.0,27.48218709711316,27.48218709711316,50
Cumberland,2020-04-21,194.0,247433.0,,73.0,121.0,0.0,77.0,117.0,44.0,-1.0,77.0,31.119535389378136,31.119535389378136,50
Cumberland,2020-04-22,207.0,247433.0,,76.0,131.0,0.0,84.0,123.0,47.0,6.0,84.0,33.94858406113978,33.94858406113978,50
Cumberland,2020-04-23,229.0,247433.0,,86.0,143.0,0.0,88.0,141.0,55.0,18.0,88.0,35.56518330214644,35.56518330214644,50
Cumberland,2020-04-24,240.0,247433.0,,91.0,149.0,0.0,96.0,144.0,53.0,3.0,96.0,38.79838178415975,38.79838178415975,50
Cumberland,2020-04-25,250.0,247433.0,,97.0,153.0,0.0,105.0,145.0,48.0,1.0,105.0,42.435730076424726,42.435730076424726,50
Cumberland,2020-04-26,267.0,247433.0,,111.0,156.0,0.0,110.0,157.0,46.0,12.0,110.0,44.45647912768305,44.45647912768305,50
Cumberland,2020-04-27,282.0,247433.0,,120.0,162.0,0.0,122.0,160.0,40.0,3.0,122.0,49.30627685070302,49.30627685070302,50
Cumberland,2020-04-28,296.0,247433.0,,125.0,171.0,0.0,124.0,172.0,47.0,12.0,124.0,50.11457647120635,50.11457647120635,50
Cumberland,2020-04-29,324.0,247433.0,,148.0,176.0,0.0,131.0,193.0,45.0,21.0,131.0,52.94362514296799,52.94362514296799,50
Cumberland,2020-04-30,343.0,247433.0,,160.0,183.0,30.0,137.0,206.0,46.0,13.0,107.0,55.368524004477976,43.24402969692806,50
Cumberland,2020-05-01,349.0,247433.0,,162.0,187.0,45.0,154.0,195.0,33.0,-11.0,109.0,62.23907077875627,44.052329317431386,50
Cumberland,2020-05-02,365.0,247433.0,,169.0,196.0,58.0,176.0,189.0,20.0,-6.0,118.0,71.13036660429287,47.68967760969636,50
Cumberland,2020-05-03,373.0,247433.0,,173.0,200.0,64.0,182.0,191.0,18.0,2.0,118.0,73.55526546580286,47.68967760969636,50
Cumberland,2020-05-04,375.0,247433.0,18.0,175.0,200.0,64.0,186.0,189.0,14.0,-2.0,122.0,75.17186470680953,49.30627685070302,50
Dauphin,2020-04-03,79.0,274515.0,,0.0,79.0,0.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,50
Dauphin,2020-04-04,99.0,274515.0,,0.0,99.0,0.0,0.0,99.0,99.0,20.0,0.0,0.0,0.0,50
Dauphin,2020-04-05,118.0,274515.0,,0.0,118.0,0.0,1.0,117.0,117.0,18.0,1.0,0.3642788190080688,0.3642788190080688,50
Dauphin,2020-04-06,132.0,274515.0,,0.0,132.0,0.0,1.0,131.0,131.0,14.0,1.0,0.3642788190080688,0.3642788190080688,50
Dauphin,2020-04-07,155.0,274515.0,,0.0,155.0,0.0,4.0,151.0,151.0,20.0,4.0,1.4571152760322752,1.4571152760322752,50
Dauphin,2020-04-08,168.0,274515.0,,0.0,168.0,0.0,10.0,158.0,158.0,7.0,10.0,3.642788190080688,3.642788190080688,50
Dauphin,2020-04-09,180.0,274515.0,,0.0,180.0,0.0,13.0,167.0,167.0,9.0,13.0,4.735624647104894,4.735624647104894,50
Dauphin,2020-04-10,199.0,274515.0,,0.0,199.0,0.0,18.0,181.0,181.0,14.0,18.0,6.557018742145238,6.557018742145238,50
Dauphin,2020-04-11,213.0,274515.0,,0.0,213.0,0.0,23.0,190.0,190.0,9.0,23.0,8.37841283718558,8.37841283718558,50
Dauphin,2020-04-12,229.0,274515.0,,0.0,229.0,0.0,35.0,194.0,194.0,4.0,35.0,12.749758665282407,12.749758665282407,50
Dauphin,2020-04-13,240.0,274515.0,,0.0,240.0,0.0,36.0,204.0,204.0,10.0,36.0,13.114037484290476,13.114037484290476,50
Dauphin,2020-04-14,249.0,274515.0,,0.0,249.0,0.0,45.0,204.0,204.0,0.0,45.0,16.392546855363094,16.392546855363094,50
Dauphin,2020-04-15,271.0,274515.0,,0.0,271.0,0.0,59.0,212.0,212.0,8.0,59.0,21.492450321476056,21.492450321476056,50
Dauphin,2020-04-16,287.0,274515.0,,35.0,252.0,0.0,67.0,220.0,185.0,8.0,67.0,24.40668087354061,24.40668087354061,50
Dauphin,2020-04-17,311.0,274515.0,,36.0,275.0,0.0,79.0,232.0,196.0,12.0,79.0,28.778026701637437,28.778026701637437,50
Dauphin,2020-04-18,343.0,274515.0,,45.0,298.0,0.0,99.0,244.0,199.0,12.0,99.0,36.06360308179881,36.06360308179881,50
Dauphin,2020-04-19,368.0,274515.0,,49.0,319.0,0.0,118.0,250.0,201.0,6.0,118.0,42.98490064295211,42.98490064295211,50
Dauphin,2020-04-20,386.0,274515.0,,54.0,332.0,0.0,132.0,254.0,200.0,4.0,132.0,48.084804109065075,48.084804109065075,50
Dauphin,2020-04-21,400.0,274515.0,,56.0,344.0,0.0,155.0,245.0,189.0,-9.0,155.0,56.463216946250654,56.463216946250654,50
Dauphin,2020-04-22,422.0,274515.0,,59.0,363.0,0.0,168.0,254.0,195.0,9.0,168.0,61.19884159335555,61.19884159335555,50
Dauphin,2020-04-23,445.0,274515.0,,61.0,384.0,0.0,180.0,265.0,204.0,11.0,180.0,65.57018742145237,65.57018742145237,50
Dauphin,2020-04-24,468.0,274515.0,,66.0,402.0,0.0,199.0,269.0,203.0,4.0,199.0,72.49148498260568,72.49148498260568,50
Dauphin,2020-04-25,492.0,274515.0,,68.0,424.0,0.0,213.0,279.0,211.0,10.0,213.0,77.59138844871866,77.59138844871866,50
Dauphin,2020-04-26,519.0,274515.0,,75.0,444.0,0.0,229.0,290.0,215.0,11.0,229.0,83.41984955284775,83.41984955284775,50
Dauphin,2020-04-27,529.0,274515.0,,79.0,450.0,0.0,240.0,289.0,210.0,-1.0,240.0,87.4269165619365,87.4269165619365,50
Dauphin,2020-04-28,553.0,274515.0,,88.0,465.0,0.0,249.0,304.0,216.0,15.0,249.0,90.70542593300912,90.70542593300912,50
Dauphin,2020-04-29,558.0,274515.0,,90.0,468.0,0.0,271.0,287.0,197.0,-17.0,271.0,98.71955995118664,98.71955995118664,50
Dauphin,2020-04-30,584.0,274515.0,,96.0,488.0,35.0,287.0,297.0,201.0,10.0,252.0,104.54802105531574,91.79826239003333,50
Dauphin,2020-05-01,601.0,274515.0,,99.0,502.0,36.0,311.0,290.0,191.0,-7.0,275.0,113.29071271150939,100.17667522721891,50
Dauphin,2020-05-02,617.0,274515.0,,102.0,515.0,45.0,343.0,274.0,172.0,-16.0,298.0,124.9476349197676,108.55508806440449,50
Dauphin,2020-05-03,634.0,274515.0,,105.0,529.0,49.0,368.0,266.0,161.0,-8.0,319.0,134.0546053949693,116.20494326357394,50
Dauphin,2020-05-04,652.0,274515.0,28.0,110.0,542.0,54.0,386.0,266.0,156.0,0.0,332.0,140.61162413711455,120.94056791067884,50
Delaware,2020-04-03,542.0,563527.0,,0.0,542.0,0.0,23.0,519.0,519.0,0.0,23.0,4.081437091745382,4.081437091745382,50
Delaware,2020-04-04,616.0,563527.0,,0.0,616.0,0.0,33.0,583.0,583.0,64.0,33.0,5.855974957721636,5.855974957721636,50
Delaware,2020-04-05,708.0,563527.0,,0.0,708.0,0.0,43.0,665.0,665.0,82.0,43.0,7.630512823697888,7.630512823697888,50
Delaware,2020-04-06,822.0,563527.0,,0.0,822.0,0.0,54.0,768.0,768.0,103.0,54.0,9.582504476271767,9.582504476271767,50
Delaware,2020-04-07,898.0,563527.0,,0.0,898.0,0.0,84.0,814.0,814.0,46.0,84.0,14.906118074200526,14.906118074200526,50
Delaware,2020-04-08,1034.0,563527.0,,0.0,1034.0,0.0,101.0,933.0,933.0,119.0,101.0,17.922832446360157,17.922832446360157,50
Delaware,2020-04-09,1222.0,563527.0,,0.0,1222.0,0.0,156.0,1066.0,1066.0,133.0,156.0,27.682790709229547,27.682790709229547,50
Delaware,2020-04-10,1377.0,563527.0,,0.0,1377.0,0.0,185.0,1192.0,1192.0,126.0,185.0,32.82895052056068,32.82895052056068,50
Delaware,2020-04-11,1510.0,563527.0,,0.0,1510.0,0.0,226.0,1284.0,1284.0,92.0,226.0,40.10455577106332,40.10455577106332,50
Delaware,2020-04-12,1594.0,563527.0,,0.0,1594.0,0.0,276.0,1318.0,1318.0,34.0,276.0,48.97724510094459,48.97724510094459,50
Delaware,2020-04-13,1712.0,563527.0,,0.0,1712.0,0.0,303.0,1409.0,1409.0,91.0,303.0,53.76849733908047,53.76849733908047,50
Delaware,2020-04-14,1806.0,563527.0,,0.0,1806.0,0.0,338.0,1468.0,1468.0,59.0,338.0,59.97937986999736,59.97937986999736,50
Delaware,2020-04-15,1882.0,563527.0,,0.0,1882.0,0.0,390.0,1492.0,1492.0,24.0,390.0,69.20697677307388,69.20697677307388,50
Delaware,2020-04-16,1999.0,563527.0,,299.0,1700.0,0.0,470.0,1529.0,1230.0,37.0,470.0,83.4032797008839,83.4032797008839,50
Delaware,2020-04-17,2226.0,563527.0,,375.0,1851.0,0.0,542.0,1684.0,1309.0,155.0,542.0,96.17995233591292,96.17995233591292,50
Delaware,2020-04-18,2317.0,563527.0,,397.0,1920.0,0.0,616.0,1701.0,1304.0,17.0,616.0,109.3115325441372,109.3115325441372,50
Delaware,2020-04-19,2405.0,563527.0,,409.0,1996.0,0.0,708.0,1697.0,1288.0,-4.0,708.0,125.63728091111874,125.63728091111874,50
Delaware,2020-04-20,2484.0,563527.0,,427.0,2057.0,0.0,822.0,1662.0,1235.0,-35.0,822.0,145.867012583248,145.867012583248,50
Delaware,2020-04-21,2654.0,563527.0,,466.0,2188.0,0.0,898.0,1756.0,1290.0,94.0,898.0,159.35350036466752,159.35350036466752,50
Delaware,2020-04-22,2757.0,563527.0,,488.0,2269.0,0.0,1034.0,1723.0,1235.0,-33.0,1034.0,183.48721534194456,183.48721534194456,50
Delaware,2020-04-23,2902.0,563527.0,,538.0,2364.0,0.0,1222.0,1680.0,1142.0,-43.0,1222.0,216.84852722229815,216.84852722229815,50
Delaware,2020-04-24,3055.0,563527.0,,579.0,2476.0,0.0,1377.0,1678.0,1099.0,-2.0,1377.0,244.35386414493007,244.35386414493007,50
Delaware,2020-04-25,3161.0,563527.0,,617.0,2544.0,0.0,1510.0,1651.0,1034.0,-27.0,1510.0,267.95521776241424,267.95521776241424,50
Delaware,2020-04-26,3281.0,563527.0,,636.0,2645.0,0.0,1594.0,1687.0,1051.0,36.0,1594.0,282.8613358366147,282.8613358366147,50
Delaware,2020-04-27,3361.0,563527.0,,653.0,2708.0,0.0,1712.0,1649.0,996.0,-38.0,1712.0,303.8008826551345,303.8008826551345,50
Delaware,2020-04-28,3463.0,563527.0,,692.0,2771.0,0.0,1806.0,1657.0,965.0,8.0,1806.0,320.4815385953113,320.4815385953113,50
Delaware,2020-04-29,3619.0,563527.0,,738.0,2881.0,0.0,1882.0,1737.0,999.0,80.0,1882.0,333.96802637673085,333.96802637673085,50
